"","Timestamp","MaxCurr","EffCurr","Screen1","Screen2","Device"
"479",1536130181.3379,122.07,86.3,"Idle","Idle","On"
"480",1536130182.40271,122.07,86.3,"Idle","Idle","On"
"481",1536130183.4734,122.07,86.3,"Idle","Idle","On"
"482",1536130184.54076,122.07,86.3,"Idle","Idle","On"
"483",1536130185.60947,122.07,86.3,"Idle","Idle","On"
"484",1536130186.67572,122.07,86.3,"Idle","Idle","On"
"485",1536130187.74421,122.07,86.3,"Idle","Idle","On"
"486",1536130188.81291,122.07,86.3,"Idle","Idle","On"
"487",1536130189.87916,122.07,86.3,"Idle","Idle","On"
"488",1536130190.94671,122.07,86.3,"Idle","Idle","On"
"489",1536130192.01235,109.86,77.7,"Idle","Idle","On"
"490",1536130193.07679,109.86,77.7,"Idle","Idle","On"
"491",1536130194.14476,122.07,86.3,"Idle","Idle","On"
"492",1536130195.21143,109.86,77.7,"Idle","Idle","On"
"493",1536130196.27806,122.07,86.3,"Idle","Idle","On"
"494",1536130197.35006,219.73,155.4,"On","Off","Off"
"495",1536130198.41776,463.87,328.1,"On","On","On"
"496",1536130199.48617,439.45,310.8,"On","On","On"
"497",1536130200.55408,463.87,328.1,"On","On","On"
"498",1536130201.62052,231.93,164,"Idle","On","Off"
"499",1536130202.6874,402.83,284.9,"On","On","Off"
"500",1536130203.75876,427.25,302.2,"On","On","On"
"501",1536130204.82681,427.25,302.2,"On","On","On"
"502",1536130205.895,427.25,302.2,"On","On","On"
"503",1536130206.96352,427.25,302.2,"On","On","On"
"504",1536130208.0312,439.45,310.8,"On","On","On"
"505",1536130209.10261,427.25,302.2,"On","On","On"
"506",1536130210.17091,439.45,310.8,"On","On","On"
"507",1536130211.2384,439.45,310.8,"On","On","On"
"508",1536130212.30754,415.04,293.5,"On","On","On"
"509",1536130213.37598,451.66,319.4,"On","On","On"
"510",1536130214.44555,463.87,328.1,"On","On","On"
"511",1536130215.51286,427.25,302.2,"On","On","On"
"512",1536130216.58092,427.25,302.2,"On","On","On"
"513",1536130217.6473,427.25,302.2,"On","On","On"
"514",1536130218.71575,439.45,310.8,"On","On","On"
"515",1536130219.78539,427.25,302.2,"On","On","On"
"516",1536130220.85403,439.45,310.8,"On","On","On"
"517",1536130221.92188,427.25,302.2,"On","On","On"
"518",1536130222.9913,439.45,310.8,"On","On","On"
"519",1536130224.06097,415.04,293.5,"On","On","On"
"520",1536130225.12909,415.04,293.5,"On","On","On"
"521",1536130226.1974,439.45,310.8,"On","On","On"
"522",1536130227.26836,427.25,302.2,"On","On","On"
"523",1536130228.3341,427.25,302.2,"On","On","On"
"524",1536130229.40366,439.45,310.8,"On","On","On"
"525",1536130230.47063,439.45,310.8,"On","On","On"
"526",1536130231.5392,439.45,310.8,"On","On","On"
"527",1536130232.6065,439.45,310.8,"On","On","On"
"528",1536130233.67646,427.25,302.2,"On","On","On"
"529",1536130234.74564,451.66,319.4,"On","On","On"
"530",1536130235.81332,415.04,293.5,"On","On","On"
"531",1536130236.88307,427.25,302.2,"On","On","On"
"532",1536130237.95218,439.45,310.8,"On","On","On"
"533",1536130239.0203,427.25,302.2,"On","On","On"
"534",1536130240.08848,427.25,302.2,"On","On","On"
"535",1536130241.1558,439.45,310.8,"On","On","On"
"536",1536130242.22488,427.25,302.2,"On","On","On"
"537",1536130243.29285,439.45,310.8,"On","On","On"
"538",1536130244.3613,451.66,319.4,"On","On","On"
"539",1536130245.42839,439.45,310.8,"On","On","On"
"540",1536130246.49704,439.45,310.8,"On","On","On"
"541",1536130247.56562,439.45,310.8,"On","On","On"
"542",1536130248.63431,427.25,302.2,"On","On","On"
"543",1536130249.70191,427.25,302.2,"On","On","On"
"544",1536130250.77257,427.25,302.2,"On","On","On"
"545",1536130251.84223,427.25,302.2,"On","On","On"
"546",1536130252.91162,427.25,302.2,"On","On","On"
"547",1536130253.97934,415.04,293.5,"On","On","On"
"548",1536130255.04848,427.25,302.2,"On","On","On"
"549",1536130256.11575,427.25,302.2,"On","On","On"
"550",1536130257.1838,427.25,302.2,"On","On","On"
"551",1536130258.2512,463.87,328.1,"On","On","On"
"552",1536130259.3196,439.45,310.8,"On","On","On"
"553",1536130260.38785,451.66,319.4,"On","On","On"
"554",1536130261.45626,427.25,302.2,"On","On","On"
"555",1536130262.52662,451.66,319.4,"On","On","On"
"556",1536130263.59426,427.25,302.2,"On","On","On"
"557",1536130264.66376,451.66,319.4,"On","On","On"
"558",1536130265.73229,439.45,310.8,"On","On","On"
"559",1536130266.80088,415.04,293.5,"On","On","On"
"560",1536130267.86882,439.45,310.8,"On","On","On"
"561",1536130268.93822,427.25,302.2,"On","On","On"
"562",1536130270.00822,439.45,310.8,"On","On","On"
"563",1536130271.07479,427.25,302.2,"On","On","On"
"564",1536130272.14292,427.25,302.2,"On","On","On"
"565",1536130273.21138,415.04,293.5,"On","On","On"
"566",1536130274.27923,415.04,293.5,"On","On","On"
"567",1536130275.34761,439.45,310.8,"On","On","On"
"568",1536130276.41687,415.04,293.5,"On","On","On"
"569",1536130277.48585,427.25,302.2,"On","On","On"
"570",1536130278.55424,439.45,310.8,"On","On","On"
"571",1536130279.62345,439.45,310.8,"On","On","On"
"572",1536130280.69343,427.25,302.2,"On","On","On"
"573",1536130281.76246,427.25,302.2,"On","On","On"
"574",1536130282.83155,427.25,302.2,"On","On","On"
"575",1536130283.8998,439.45,310.8,"On","On","On"
"576",1536130284.96842,427.25,302.2,"On","On","On"
"577",1536130286.03723,439.45,310.8,"On","On","On"
"578",1536130287.10279,415.04,293.5,"On","On","On"
"579",1536130288.17071,427.25,302.2,"On","On","On"
"580",1536130289.23839,439.45,310.8,"On","On","On"
"581",1536130290.30775,439.45,310.8,"On","On","On"
"582",1536130291.37698,439.45,310.8,"On","On","On"
"583",1536130292.4462,415.04,293.5,"On","On","On"
"584",1536130293.51394,415.04,293.5,"On","On","On"
"585",1536130294.58328,415.04,293.5,"On","On","On"
"586",1536130295.65254,415.04,293.5,"On","On","On"
"587",1536130296.72081,439.45,310.8,"On","On","On"
"588",1536130297.78897,427.25,302.2,"On","On","On"
"589",1536130298.85899,427.25,302.2,"On","On","On"
"590",1536130299.92628,439.45,310.8,"On","On","On"
"591",1536130300.99388,415.04,293.5,"On","On","On"
"592",1536130302.0624,427.25,302.2,"On","On","On"
"593",1536130303.13025,427.25,302.2,"On","On","On"
"594",1536130304.19846,439.45,310.8,"On","On","On"
"595",1536130305.26809,427.25,302.2,"On","On","On"
"596",1536130306.33684,439.45,310.8,"On","On","On"
"597",1536130307.40575,427.25,302.2,"On","On","On"
"598",1536130308.47562,415.04,293.5,"On","On","On"
"599",1536130309.54406,427.25,302.2,"On","On","On"
"600",1536130310.61215,427.25,302.2,"On","On","On"
"601",1536130311.68217,427.25,302.2,"On","On","On"
"602",1536130312.75045,439.45,310.8,"On","On","On"
"603",1536130313.81903,476.07,336.7,"On","On","On"
"604",1536130314.8861,427.25,302.2,"On","On","On"
"605",1536130315.95365,451.66,319.4,"On","On","On"
"606",1536130317.02118,476.07,336.7,"On","On","On"
"607",1536130318.08831,427.25,302.2,"On","On","On"
"608",1536130319.16004,439.45,310.8,"On","On","On"
"609",1536130320.22772,439.45,310.8,"On","On","On"
"610",1536130321.29725,439.45,310.8,"On","On","On"
"611",1536130322.3654,451.66,319.4,"On","On","On"
"612",1536130323.4343,439.45,310.8,"On","On","On"
"613",1536130324.50322,439.45,310.8,"On","On","On"
"614",1536130325.57119,451.66,319.4,"On","On","On"
"615",1536130326.6404,415.04,293.5,"On","On","On"
"616",1536130327.70891,427.25,302.2,"On","On","On"
"617",1536130328.77737,427.25,302.2,"On","On","On"
"618",1536130329.84461,427.25,302.2,"On","On","On"
"619",1536130330.91317,427.25,302.2,"On","On","On"
"620",1536130331.98155,415.04,293.5,"On","On","On"
"621",1536130333.05023,439.45,310.8,"On","On","On"
"622",1536130334.12052,439.45,310.8,"On","On","On"
"623",1536130335.18747,439.45,310.8,"On","On","On"
"624",1536130336.25579,427.25,302.2,"On","On","On"
"625",1536130337.32525,427.25,302.2,"On","On","On"
"626",1536130338.39407,439.45,310.8,"On","On","On"
"627",1536130339.46268,451.66,319.4,"On","On","On"
"628",1536130340.53214,451.66,319.4,"On","On","On"
"629",1536130341.60128,427.25,302.2,"On","On","On"
"630",1536130342.66897,439.45,310.8,"On","On","On"
"631",1536130343.73691,439.45,310.8,"On","On","On"
"632",1536130344.8045,439.45,310.8,"On","On","On"
"633",1536130345.87199,427.25,302.2,"On","On","On"
"634",1536130346.93965,427.25,302.2,"On","On","On"
"635",1536130348.0105,427.25,302.2,"On","On","On"
"636",1536130349.07921,439.45,310.8,"On","On","On"
"637",1536130350.14615,427.25,302.2,"On","On","On"
"638",1536130351.21445,427.25,302.2,"On","On","On"
"639",1536130352.28169,439.45,310.8,"On","On","On"
"640",1536130353.35261,439.45,310.8,"On","On","On"
"641",1536130354.42167,451.66,319.4,"On","On","On"
"642",1536130355.49085,439.45,310.8,"On","On","On"
"643",1536130356.55948,439.45,310.8,"On","On","On"
"644",1536130357.62709,451.66,319.4,"On","On","On"
"645",1536130358.6949,439.45,310.8,"On","On","On"
"646",1536130359.76044,439.45,310.8,"On","On","On"
"647",1536130360.83127,427.25,302.2,"On","On","On"
"648",1536130361.89767,439.45,310.8,"On","On","On"
"649",1536130362.9691,427.25,302.2,"On","On","On"
"650",1536130364.03671,415.04,293.5,"On","On","On"
"651",1536130365.10614,427.25,302.2,"On","On","On"
"652",1536130366.176,439.45,310.8,"On","On","On"
"653",1536130367.24452,439.45,310.8,"On","On","On"
"654",1536130368.31489,451.66,319.4,"On","On","On"
"655",1536130369.38333,439.45,310.8,"On","On","On"
"656",1536130370.45194,427.25,302.2,"On","On","On"
"657",1536130371.51721,427.25,302.2,"On","On","On"
"658",1536130372.58646,439.45,310.8,"On","On","On"
"659",1536130373.65227,427.25,302.2,"On","On","On"
"660",1536130374.72082,427.25,302.2,"On","On","On"
"661",1536130375.78939,427.25,302.2,"On","On","On"
"662",1536130376.85978,439.45,310.8,"On","On","On"
"663",1536130377.92874,451.66,319.4,"On","On","On"
"664",1536130378.99766,439.45,310.8,"On","On","On"
"665",1536130380.06712,427.25,302.2,"On","On","On"
"666",1536130381.13626,427.25,302.2,"On","On","On"
"667",1536130382.2044,439.45,310.8,"On","On","On"
"668",1536130383.27304,439.45,310.8,"On","On","On"
"669",1536130384.34046,427.25,302.2,"On","On","On"
"670",1536130385.4093,451.66,319.4,"On","On","On"
"671",1536130386.47653,427.25,302.2,"On","On","On"
"672",1536130387.54576,439.45,310.8,"On","On","On"
"673",1536130388.61393,427.25,302.2,"On","On","On"
"674",1536130389.68276,451.66,319.4,"On","On","On"
"675",1536130390.75284,439.45,310.8,"On","On","On"
"676",1536130391.81997,451.66,319.4,"On","On","On"
"677",1536130392.88867,451.66,319.4,"On","On","On"
"678",1536130393.95959,427.25,302.2,"On","On","On"
"679",1536130395.02817,427.25,302.2,"On","On","On"
"680",1536130396.09609,427.25,302.2,"On","On","On"
"681",1536130397.16551,439.45,310.8,"On","On","On"
"682",1536130398.23391,427.25,302.2,"On","On","On"
"683",1536130399.30193,427.25,302.2,"On","On","On"
"684",1536130400.36923,427.25,302.2,"On","On","On"
"685",1536130401.43772,439.45,310.8,"On","On","On"
"686",1536130402.50555,427.25,302.2,"On","On","On"
"687",1536130403.57347,439.45,310.8,"On","On","On"
"688",1536130404.64265,427.25,302.2,"On","On","On"
"689",1536130405.7114,439.45,310.8,"On","On","On"
"690",1536130406.78073,427.25,302.2,"On","On","On"
"691",1536130407.84981,451.66,319.4,"On","On","On"
"692",1536130408.91724,427.25,302.2,"On","On","On"
"693",1536130409.98538,439.45,310.8,"On","On","On"
"694",1536130411.0556,427.25,302.2,"On","On","On"
"695",1536130412.12491,439.45,310.8,"On","On","On"
"696",1536130413.19357,451.66,319.4,"On","On","On"
"697",1536130414.26053,415.04,293.5,"On","On","On"
"698",1536130415.32869,439.45,310.8,"On","On","On"
"699",1536130416.39713,439.45,310.8,"On","On","On"
"700",1536130417.46473,439.45,310.8,"On","On","On"
"701",1536130418.53479,439.45,310.8,"On","On","On"
"702",1536130419.60245,451.66,319.4,"On","On","On"
"703",1536130420.67125,439.45,310.8,"On","On","On"
"704",1536130421.74075,439.45,310.8,"On","On","On"
"705",1536130422.8078,439.45,310.8,"On","On","On"
"706",1536130423.87822,427.25,302.2,"On","On","On"
"707",1536130424.94726,439.45,310.8,"On","On","On"
"708",1536130426.01641,439.45,310.8,"On","On","On"
"709",1536130427.08475,415.04,293.5,"On","On","On"
"710",1536130428.15286,427.25,302.2,"On","On","On"
"711",1536130429.22012,439.45,310.8,"On","On","On"
"712",1536130430.28713,427.25,302.2,"On","On","On"
"713",1536130431.35539,439.45,310.8,"On","On","On"
"714",1536130432.42257,415.04,293.5,"On","On","On"
"715",1536130433.49203,439.45,310.8,"On","On","On"
"716",1536130434.56181,415.04,293.5,"On","On","On"
"717",1536130435.62968,451.66,319.4,"On","On","On"
"718",1536130436.69876,451.66,319.4,"On","On","On"
"719",1536130437.7683,427.25,302.2,"On","On","On"
"720",1536130438.83641,439.45,310.8,"On","On","On"
"721",1536130439.90497,451.66,319.4,"On","On","On"
"722",1536130440.97267,427.25,302.2,"On","On","On"
"723",1536130442.041,427.25,302.2,"On","On","On"
"724",1536130443.1082,451.66,319.4,"On","On","On"
"725",1536130444.17555,427.25,302.2,"On","On","On"
"726",1536130445.24497,427.25,302.2,"On","On","On"
"727",1536130446.31354,415.04,293.5,"On","On","On"
"728",1536130447.38149,415.04,293.5,"On","On","On"
"729",1536130448.45242,427.25,302.2,"On","On","On"
"730",1536130449.52097,427.25,302.2,"On","On","On"
"731",1536130450.58985,427.25,302.2,"On","On","On"
"732",1536130451.65814,439.45,310.8,"On","On","On"
"733",1536130452.72669,439.45,310.8,"On","On","On"
"734",1536130453.79629,427.25,302.2,"On","On","On"
"735",1536130454.86344,427.25,302.2,"On","On","On"
"736",1536130455.929,427.25,302.2,"On","On","On"
"737",1536130456.99984,439.45,310.8,"On","On","On"
"738",1536130458.06617,415.04,293.5,"On","On","On"
"739",1536130459.13444,439.45,310.8,"On","On","On"
"740",1536130460.20447,427.25,302.2,"On","On","On"
"741",1536130461.27198,439.45,310.8,"On","On","On"
"742",1536130462.34135,439.45,310.8,"On","On","On"
"743",1536130463.41148,439.45,310.8,"On","On","On"
"744",1536130464.4784,439.45,310.8,"On","On","On"
"745",1536130465.54656,415.04,293.5,"On","On","On"
"746",1536130466.61668,427.25,302.2,"On","On","On"
"747",1536130467.68595,427.25,302.2,"On","On","On"
"748",1536130468.75409,439.45,310.8,"On","On","On"
"749",1536130469.81961,415.04,293.5,"On","On","On"
"750",1536130470.88885,427.25,302.2,"On","On","On"
"751",1536130471.95633,427.25,302.2,"On","On","On"
"752",1536130473.0258,427.25,302.2,"On","On","On"
"753",1536130474.09511,415.04,293.5,"On","On","On"
"754",1536130475.164,427.25,302.2,"On","On","On"
"755",1536130476.23307,415.04,293.5,"On","On","On"
"756",1536130477.30209,439.45,310.8,"On","On","On"
"757",1536130478.37023,439.45,310.8,"On","On","On"
"758",1536130479.43827,463.87,328.1,"On","On","On"
"759",1536130480.50659,439.45,310.8,"On","On","On"
"760",1536130481.57495,439.45,310.8,"On","On","On"
"761",1536130482.64377,427.25,302.2,"On","On","On"
"762",1536130483.71221,427.25,302.2,"On","On","On"
"763",1536130484.77991,451.66,319.4,"On","On","On"
"764",1536130485.84804,439.45,310.8,"On","On","On"
"765",1536130486.91645,439.45,310.8,"On","On","On"
"766",1536130487.98314,451.66,319.4,"On","On","On"
"767",1536130489.05474,427.25,302.2,"On","On","On"
"768",1536130490.12243,439.45,310.8,"On","On","On"
"769",1536130491.19199,439.45,310.8,"On","On","On"
"770",1536130492.26089,439.45,310.8,"On","On","On"
"771",1536130493.32898,439.45,310.8,"On","On","On"
"772",1536130494.39812,427.25,302.2,"On","On","On"
"773",1536130495.46674,439.45,310.8,"On","On","On"
"774",1536130496.53496,439.45,310.8,"On","On","On"
"775",1536130497.60396,439.45,310.8,"On","On","On"
"776",1536130498.67046,427.25,302.2,"On","On","On"
"777",1536130499.73799,451.66,319.4,"On","On","On"
"778",1536130500.80358,451.66,319.4,"On","On","On"
"779",1536130501.87302,451.66,319.4,"On","On","On"
"780",1536130502.94334,439.45,310.8,"On","On","On"
"781",1536130504.01371,415.04,293.5,"On","On","On"
"782",1536130505.08245,427.25,302.2,"On","On","On"
"783",1536130506.15246,439.45,310.8,"On","On","On"
"784",1536130507.21815,427.25,302.2,"On","On","On"
"785",1536130508.28918,427.25,302.2,"On","On","On"
"786",1536130509.3567,439.45,310.8,"On","On","On"
"787",1536130510.42497,427.25,302.2,"On","On","On"
"788",1536130511.49051,427.25,302.2,"On","On","On"
"789",1536130512.56139,451.66,319.4,"On","On","On"
"790",1536130513.62853,439.45,310.8,"On","On","On"
"791",1536130514.69748,427.25,302.2,"On","On","On"
"792",1536130515.76658,451.66,319.4,"On","On","On"
"793",1536130516.83516,451.66,319.4,"On","On","On"
"794",1536130517.90492,427.25,302.2,"On","On","On"
"795",1536130518.97378,427.25,302.2,"On","On","On"
"796",1536130520.04151,427.25,302.2,"On","On","On"
"797",1536130521.10991,439.45,310.8,"On","On","On"
"798",1536130522.17903,439.45,310.8,"On","On","On"
"799",1536130523.24833,427.25,302.2,"On","On","On"
"800",1536130524.31507,439.45,310.8,"On","On","On"
"801",1536130525.3846,439.45,310.8,"On","On","On"
"802",1536130526.45302,427.25,302.2,"On","On","On"
"803",1536130527.51973,439.45,310.8,"On","On","On"
"804",1536130528.58817,451.66,319.4,"On","On","On"
"805",1536130529.65712,427.25,302.2,"On","On","On"
"806",1536130530.72486,439.45,310.8,"On","On","On"
"807",1536130531.79475,439.45,310.8,"On","On","On"
"808",1536130532.86445,439.45,310.8,"On","On","On"
"809",1536130533.93207,439.45,310.8,"On","On","On"
"810",1536130535.0017,427.25,302.2,"On","On","On"
"811",1536130536.07065,439.45,310.8,"On","On","On"
"812",1536130537.13914,439.45,310.8,"On","On","On"
"813",1536130538.20633,439.45,310.8,"On","On","On"
"814",1536130539.27356,463.87,328.1,"On","On","On"
"815",1536130540.34121,451.66,319.4,"On","On","On"
"816",1536130541.40953,439.45,310.8,"On","On","On"
"817",1536130542.47636,439.45,310.8,"On","On","On"
"818",1536130543.54766,439.45,310.8,"On","On","On"
"819",1536130544.61578,451.66,319.4,"On","On","On"
"820",1536130545.68497,451.66,319.4,"On","On","On"
"821",1536130546.75411,439.45,310.8,"On","On","On"
"822",1536130547.82307,451.66,319.4,"On","On","On"
"823",1536130548.89112,439.45,310.8,"On","On","On"
"824",1536130549.96134,451.66,319.4,"On","On","On"
"825",1536130551.0307,439.45,310.8,"On","On","On"
"826",1536130552.09963,427.25,302.2,"On","On","On"
"827",1536130553.16698,427.25,302.2,"On","On","On"
"828",1536130554.23515,427.25,302.2,"On","On","On"
"829",1536130555.30368,427.25,302.2,"On","On","On"
"830",1536130556.3713,439.45,310.8,"On","On","On"
"831",1536130557.44037,427.25,302.2,"On","On","On"
"832",1536130558.50749,439.45,310.8,"On","On","On"
"833",1536130559.57636,427.25,302.2,"On","On","On"
"834",1536130560.64602,439.45,310.8,"On","On","On"
"835",1536130561.71535,439.45,310.8,"On","On","On"
"836",1536130562.78072,427.25,302.2,"On","On","On"
"837",1536130563.85305,451.66,319.4,"On","On","On"
"838",1536130564.92065,439.45,310.8,"On","On","On"
"839",1536130565.98877,439.45,310.8,"On","On","On"
"840",1536130567.05709,427.25,302.2,"On","On","On"
"841",1536130568.12531,427.25,302.2,"On","On","On"
"842",1536130569.19274,427.25,302.2,"On","On","On"
"843",1536130570.2619,439.45,310.8,"On","On","On"
"844",1536130571.32938,427.25,302.2,"On","On","On"
"845",1536130572.39776,415.04,293.5,"On","On","On"
"846",1536130573.4671,439.45,310.8,"On","On","On"
"847",1536130574.5373,427.25,302.2,"On","On","On"
"848",1536130575.6059,427.25,302.2,"On","On","On"
"849",1536130576.67443,439.45,310.8,"On","On","On"
"850",1536130577.74475,451.66,319.4,"On","On","On"
"851",1536130578.81371,427.25,302.2,"On","On","On"
"852",1536130579.88202,427.25,302.2,"On","On","On"
"853",1536130580.95098,463.87,328.1,"On","On","On"
"854",1536130582.01957,415.04,293.5,"On","On","On"
"855",1536130583.08682,451.66,319.4,"On","On","On"
"856",1536130584.15447,439.45,310.8,"On","On","On"
"857",1536130585.22305,415.04,293.5,"On","On","On"
"858",1536130586.29027,427.25,302.2,"On","On","On"
"859",1536130587.35881,427.25,302.2,"On","On","On"
"860",1536130588.42919,439.45,310.8,"On","On","On"
"861",1536130589.49731,439.45,310.8,"On","On","On"
"862",1536130590.56669,439.45,310.8,"On","On","On"
"863",1536130591.6363,415.04,293.5,"On","On","On"
"864",1536130592.7056,427.25,302.2,"On","On","On"
"865",1536130593.77428,439.45,310.8,"On","On","On"
"866",1536130594.84256,427.25,302.2,"On","On","On"
"867",1536130595.90945,427.25,302.2,"On","On","On"
"868",1536130596.97778,427.25,302.2,"On","On","On"
"869",1536130598.04648,439.45,310.8,"On","On","On"
"870",1536130599.11434,439.45,310.8,"On","On","On"
"871",1536130600.18186,427.25,302.2,"On","On","On"
"872",1536130601.25112,427.25,302.2,"On","On","On"
"873",1536130602.32035,427.25,302.2,"On","On","On"
"874",1536130603.39005,427.25,302.2,"On","On","On"
"875",1536130604.45834,439.45,310.8,"On","On","On"
"876",1536130605.52532,427.25,302.2,"On","On","On"
"877",1536130606.59663,439.45,310.8,"On","On","On"
"878",1536130607.6647,439.45,310.8,"On","On","On"
"879",1536130608.73351,427.25,302.2,"On","On","On"
"880",1536130609.80299,427.25,302.2,"On","On","On"
"881",1536130610.87016,427.25,302.2,"On","On","On"
"882",1536130611.94006,427.25,302.2,"On","On","On"
"883",1536130613.00754,439.45,310.8,"On","On","On"
"884",1536130614.07461,427.25,302.2,"On","On","On"
"885",1536130615.14158,439.45,310.8,"On","On","On"
"886",1536130616.2128,439.45,310.8,"On","On","On"
"887",1536130617.28187,415.04,293.5,"On","On","On"
"888",1536130618.35033,427.25,302.2,"On","On","On"
"889",1536130619.41962,451.66,319.4,"On","On","On"
"890",1536130620.48862,427.25,302.2,"On","On","On"
"891",1536130621.55563,451.66,319.4,"On","On","On"
"892",1536130622.62633,439.45,310.8,"On","On","On"
"893",1536130623.69521,439.45,310.8,"On","On","On"
"894",1536130624.76397,439.45,310.8,"On","On","On"
"895",1536130625.83199,451.66,319.4,"On","On","On"
"896",1536130626.89959,439.45,310.8,"On","On","On"
"897",1536130627.9671,439.45,310.8,"On","On","On"
"898",1536130629.03626,451.66,319.4,"On","On","On"
"899",1536130630.10524,439.45,310.8,"On","On","On"
"900",1536130631.17229,451.66,319.4,"On","On","On"
"901",1536130632.24122,439.45,310.8,"On","On","On"
"902",1536130633.31157,415.04,293.5,"On","On","On"
"903",1536130634.38042,427.25,302.2,"On","On","On"
"904",1536130635.44989,439.45,310.8,"On","On","On"
"905",1536130636.51847,415.04,293.5,"On","On","On"
"906",1536130637.58686,427.25,302.2,"On","On","On"
"907",1536130638.65587,415.04,293.5,"On","On","On"
"908",1536130639.72398,427.25,302.2,"On","On","On"
"909",1536130640.79145,439.45,310.8,"On","On","On"
"910",1536130641.85844,427.25,302.2,"On","On","On"
"911",1536130642.92615,415.04,293.5,"On","On","On"
"912",1536130643.99396,439.45,310.8,"On","On","On"
"913",1536130645.06392,427.25,302.2,"On","On","On"
"914",1536130646.13267,427.25,302.2,"On","On","On"
"915",1536130647.20111,427.25,302.2,"On","On","On"
"916",1536130648.27085,427.25,302.2,"On","On","On"
"917",1536130649.33933,451.66,319.4,"On","On","On"
"918",1536130650.40787,451.66,319.4,"On","On","On"
"919",1536130651.47678,439.45,310.8,"On","On","On"
"920",1536130652.54637,439.45,310.8,"On","On","On"
"921",1536130653.6142,439.45,310.8,"On","On","On"
"922",1536130654.68139,451.66,319.4,"On","On","On"
"923",1536130655.75051,439.45,310.8,"On","On","On"
"924",1536130656.81829,451.66,319.4,"On","On","On"
"925",1536130657.88715,451.66,319.4,"On","On","On"
"926",1536130658.95581,439.45,310.8,"On","On","On"
"927",1536130660.02365,451.66,319.4,"On","On","On"
"928",1536130661.09087,463.87,328.1,"On","On","On"
"929",1536130662.16055,439.45,310.8,"On","On","On"
"930",1536130663.23084,439.45,310.8,"On","On","On"
"931",1536130664.29842,451.66,319.4,"On","On","On"
"932",1536130665.36878,439.45,310.8,"On","On","On"
"933",1536130666.43828,439.45,310.8,"On","On","On"
"934",1536130667.50578,451.66,319.4,"On","On","On"
"935",1536130668.5743,451.66,319.4,"On","On","On"
"936",1536130669.64168,439.45,310.8,"On","On","On"
"937",1536130670.70897,451.66,319.4,"On","On","On"
"938",1536130671.77683,451.66,319.4,"On","On","On"
"939",1536130672.84668,451.66,319.4,"On","On","On"
"940",1536130673.91547,451.66,319.4,"On","On","On"
"941",1536130674.98398,463.87,328.1,"On","On","On"
"942",1536130676.05264,427.25,302.2,"On","On","On"
"943",1536130677.12204,451.66,319.4,"On","On","On"
"944",1536130678.19139,439.45,310.8,"On","On","On"
"945",1536130679.258,427.25,302.2,"On","On","On"
"946",1536130680.32762,451.66,319.4,"On","On","On"
"947",1536130681.39828,439.45,310.8,"On","On","On"
"948",1536130682.46467,427.25,302.2,"On","On","On"
"949",1536130683.53367,451.66,319.4,"On","On","On"
"950",1536130684.60179,427.25,302.2,"On","On","On"
"951",1536130685.67016,427.25,302.2,"On","On","On"
"952",1536130686.73698,439.45,310.8,"On","On","On"
"953",1536130687.80759,439.45,310.8,"On","On","On"
"954",1536130688.87571,451.66,319.4,"On","On","On"
"955",1536130689.94331,427.25,302.2,"On","On","On"
"956",1536130691.01186,427.25,302.2,"On","On","On"
"957",1536130692.08266,439.45,310.8,"On","On","On"
"958",1536130693.15046,439.45,310.8,"On","On","On"
"959",1536130694.21963,451.66,319.4,"On","On","On"
"960",1536130695.28792,451.66,319.4,"On","On","On"
"961",1536130696.3574,451.66,319.4,"On","On","On"
"962",1536130697.42465,439.45,310.8,"On","On","On"
"963",1536130698.49298,451.66,319.4,"On","On","On"
"964",1536130699.55927,439.45,310.8,"On","On","On"
"965",1536130700.62725,451.66,319.4,"On","On","On"
"966",1536130701.69706,451.66,319.4,"On","On","On"
"967",1536130702.76673,451.66,319.4,"On","On","On"
"968",1536130703.83504,439.45,310.8,"On","On","On"
"969",1536130704.90326,439.45,310.8,"On","On","On"
"970",1536130705.9724,439.45,310.8,"On","On","On"
"971",1536130707.04143,451.66,319.4,"On","On","On"
"972",1536130708.10847,451.66,319.4,"On","On","On"
"973",1536130709.17913,451.66,319.4,"On","On","On"
"974",1536130710.24746,427.25,302.2,"On","On","On"
"975",1536130711.31555,463.87,328.1,"On","On","On"
"976",1536130712.38336,439.45,310.8,"On","On","On"
"977",1536130713.45138,439.45,310.8,"On","On","On"
"978",1536130714.51919,427.25,302.2,"On","On","On"
"979",1536130715.58696,427.25,302.2,"On","On","On"
"980",1536130716.65566,451.66,319.4,"On","On","On"
"981",1536130717.72529,427.25,302.2,"On","On","On"
"982",1536130718.79339,439.45,310.8,"On","On","On"
"983",1536130719.86088,439.45,310.8,"On","On","On"
"984",1536130720.93242,439.45,310.8,"On","On","On"
"985",1536130722.00098,451.66,319.4,"On","On","On"
"986",1536130723.07058,439.45,310.8,"On","On","On"
"987",1536130724.13832,439.45,310.8,"On","On","On"
"988",1536130725.20686,451.66,319.4,"On","On","On"
"989",1536130726.27352,451.66,319.4,"On","On","On"
"990",1536130727.34138,439.45,310.8,"On","On","On"
"991",1536130728.4083,439.45,310.8,"On","On","On"
"992",1536130729.47631,463.87,328.1,"On","On","On"
"993",1536130730.54703,439.45,310.8,"On","On","On"
